id,address,city,latitude,longitude,site_score,state_name,county_name,tract,block_group,tot_population_cen_2010,hispanic_cen_2010,nh_blk_alone_cen_2010,nh_aian_alone_cen_2010,nh_asian_alone_cen_2010,nh_nhopi_alone_cen_2010,nh_sor_alone_cen_2010,college_acs_09_13,no_health_ins_acs_09_13,med_hhd_inc_bg_acs_09_13,aggregate_hh_inc_acs_09_13,tot_vacant_units_cen_2010,renter_occp_hu_cen_2010,owner_occp_hu_cen_2010,no_plumb_acs_09_13,med_house_value_bg_acs_09_13,pct_hispanic_cen_2010,pct_nh_blk_alone_cen_2010,pct_nh_aian_alone_cen_2010,pct_nh_asian_alone_cen_2010,pct_nh_nhopi_alone_cen_2010,pct_nh_sor_alone_cen_2010,pct_not_hs_grad_acs_09_13,pct_no_health_ins_acs_09_13,pct_vacant_units_cen_2010,pct_renter_occp_hu_cen_2010,pct_owner_occp_hu_cen_2010,pct_no_plumb_acs_09_13,pct_poc
1054,"35 BRITTEN RD, GREEN VILLAGE, NJ 07935",Chatham Township,40.7366893,-74.4430682,58.31,New Jersey,Morris County,44000,4,2077.0,94.0,14.0,0.0,127.0,1.0,2.0,979.0,92.0,134375.0,143753600.0,75.0,320.0,470.0,0.0,640100.0,4.53,0.67,0.0,6.11,0.05,0.1,5.94,4.49,8.67,40.51,59.49,0.0,11.46
1055,"216 PATERSON PLANK RD, CARLSTADT, NJ 07072",Carlstadt,40.8299762,-74.0830517,55.97,New Jersey,Bergen County,5000,5,901.0,163.0,12.0,0.0,79.0,0.0,10.0,336.0,298.0,60938.0,36414000.0,19.0,131.0,191.0,0.0,347800.0,18.09,1.33,0.0,8.77,0.0,1.11,7.05,26.3,5.57,40.68,59.32,0.0,29.3
1122,"150 FULTON AVENUE, GARDEN CITY PARK, NY 11040",North Hempstead,40.7370449,-73.6581119,33.08,New York,Nassau County,303201,3,404.0,77.0,188.0,0.0,82.0,0.0,2.0,80.0,34.0,37159.0,6254100.0,6.0,24.0,87.0,0.0,503100.0,19.06,46.53,0.0,20.3,0.0,0.5,9.0,9.16,5.13,21.62,78.38,0.0,86.39
1298,"I-84 &amp; EXIT 178, HERMISTON, OR 97844",Hermiston,45.8404101,-119.2894604,31.31,Oregon,Umatilla County,951200,3,710.0,325.0,1.0,14.0,17.0,0.0,0.0,68.0,86.0,56023.0,14112600.0,15.0,138.0,120.0,0.0,100400.0,45.77,0.14,1.97,2.39,0.0,0.0,11.27,13.67,5.49,53.49,46.51,0.0,50.27
1056,"EDWARDS &amp; SHARKEY ROAD, PARSIPPANY, TROY HLS, NJ 07054","Parsippany, Troy Hills",40.8620476,-74.3939339,48.85,New Jersey,Morris County,41705,1,1604.0,89.0,23.0,0.0,460.0,0.0,1.0,532.0,123.0,47730.0,49799800.0,8.0,268.0,401.0,0.0,466900.0,5.55,1.43,0.0,28.68,0.0,0.06,12.11,8.91,1.18,40.06,59.94,0.0,35.72
1057,"422 MILL ST, WEED, CA 96094",Weed,41.433163,-122.37823,34.78,California,Siskiyou County,900,6,606.0,101.0,11.0,15.0,9.0,0.0,3.0,14.0,53.0,24896.0,5005100.0,22.0,61.0,164.0,0.0,114000.0,16.67,1.82,2.48,1.49,0.0,0.5,28.42,10.66,8.91,27.11,72.89,0.0,22.96
1058,"FOSTER AVENUE AND GIBBSBORO ROAD, Gibbsboro, NJ 08026",Gibbsboro,39.837184,-74.963147,50.0,New Jersey,Camden County,607600,1,824.0,41.0,22.0,0.0,18.0,0.0,0.0,240.0,85.0,104712.0,37116100.0,11.0,33.0,260.0,26.0,255300.0,4.98,2.67,0.0,2.18,0.0,0.0,8.28,8.91,3.62,11.26,88.74,7.9,9.83
1059,"WEST BLVD, NEWFIELD BOROUGH, NJ 08344",Newfield Borough,39.5465726,-75.0251783,58.75,New Jersey,Gloucester County,501800,2,891.0,79.0,20.0,2.0,4.0,0.0,0.0,137.0,74.0,69219.0,28591800.0,24.0,49.0,277.0,0.0,202600.0,8.87,2.24,0.22,0.45,0.0,0.0,10.91,7.49,6.86,15.03,84.97,0.0,11.78
1060,"1 CENTRAL AVE, MINOTOLA, NJ 08341",Minotola,39.5148143,-74.9487405,42.24,New Jersey,Atlantic County,11300,3,1796.0,348.0,121.0,4.0,36.0,2.0,0.0,155.0,129.0,40093.0,44853600.0,45.0,370.0,400.0,8.0,174500.0,19.38,6.74,0.22,2.0,0.11,0.0,38.7,7.4,5.52,48.05,51.95,1.01,28.449999999999996
1061,"1015-35 BELLEVILLE TURNPIKE, KEARNY, NJ 07032",Kearny,40.7498168,-74.1037065,50.0,New Jersey,Hudson County,12700,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1062,"8281 NATIONAL HWY, PENNSAUKEN TOWNSHIP, NJ 08110",Pennsauken Township,39.9821339,-75.0339568,35.68,New Jersey,Camden County,610800,1,3130.0,908.0,848.0,42.0,70.0,1.0,9.0,346.0,305.0,50179.0,75126300.0,87.0,318.0,847.0,86.0,192800.0,29.01,27.09,1.34,2.24,0.03,0.29,26.71,9.9,6.95,27.3,72.7,7.18,60.00000000000001
1063,"77 JACOBUS AVE, SOUTH KEARNY, NJ 07032",South Kearny,40.7367351,-74.1130483,43.43,New Jersey,Hudson County,12700,5,2329.0,904.0,1111.0,2.0,4.0,16.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.81,47.7,0.09,0.17,0.6900000000000001,0.43,44.05,0.0,0.0,0.0,0.0,0.0,87.89000000000001
1183,"S BROOKLYN AVE, WELLSVILLE, NY 14895",Wellsville,42.108783,-77.945381,53.9,New York,Allegany County,951000,1,1274.0,12.0,3.0,1.0,3.0,0.0,0.0,173.0,91.0,25909.0,27234400.0,83.0,212.0,333.0,0.0,65300.0,0.9400000000000001,0.24,0.08,0.24,0.0,0.0,15.09,7.01,13.22,38.9,61.1,0.0,1.5000000000000002
1064,"ALDEN &amp; HIGH STS AND OTHER ADDRESSES, ORANGE, NJ 07050",Orange,40.7680056,-74.2326058,37.79,New Jersey,Essex County,18600,2,579.0,342.0,123.0,3.0,14.0,0.0,5.0,11.0,177.0,9670.0,3020200.0,7.0,125.0,7.0,0.0,0.0,59.07,21.24,0.52,2.42,0.0,0.86,50.0,37.26,5.04,94.7,5.3,0.0,84.11
1065,"25 SHERWOOD LANE, FAIRFIELD, NJ 07004",Fairfield,40.8785717,-74.2694588,50.0,New Jersey,Essex County,21601,1,1400.0,56.0,7.0,0.0,32.0,0.0,0.0,332.0,18.0,60694.0,57232800.0,17.0,218.0,395.0,0.0,596200.0,4.0,0.5,0.0,2.29,0.0,0.0,11.35,1.4,2.7,35.56,64.44,0.0,6.79
1066,"UNITED STATES AVENUE, GIBBSBORO, NJ 08026",Gibbsboro,39.82183,-74.966532,50.0,New Jersey,Camden County,607600,1,824.0,41.0,22.0,0.0,18.0,0.0,0.0,240.0,85.0,104712.0,37116100.0,11.0,33.0,260.0,26.0,255300.0,4.98,2.67,0.0,2.18,0.0,0.0,8.28,8.91,3.62,11.26,88.74,7.9,9.83
1067,"E/S ROUTE 17, EAST RUTHERFORD, NJ 07073",East Rutherford,40.8294944,-74.0919601,54.63,New Jersey,Bergen County,12001,3,1786.0,393.0,107.0,1.0,291.0,0.0,1.0,775.0,37.0,67750.0,70956500.0,48.0,603.0,218.0,90.0,397900.0,22.0,5.99,0.06,16.29,0.0,0.06,8.41,1.73,5.52,73.45,26.55,8.9,44.400000000000006
1068,"1710 VILLA ST, MOUNTAIN VIEW, CA 94041",Mountain View,37.3988919,-122.089118,35.36,California,Santa Clara County,509500,1,2065.0,942.0,48.0,11.0,305.0,6.0,3.0,805.0,268.0,52284.0,83337200.0,31.0,741.0,80.0,0.0,862500.0,45.62,2.32,0.53,14.77,0.29,0.15,3.39,13.51,3.64,90.26,9.74,0.0,63.67999999999999
1069,"ETHYL BOULEVARD, WOOD RIDGE BOROUGH, NJ 07075",Woodridge Borough,40.8404608,-74.0792621,51.38,New Jersey,Bergen County,60000,8,882.0,158.0,9.0,0.0,92.0,0.0,0.0,469.0,195.0,93915.0,53114100.0,12.0,85.0,239.0,0.0,388800.0,17.91,1.02,0.0,10.43,0.0,0.0,8.51,12.4,3.5700000000000003,26.23,73.77,0.0,29.36
1070,"1611 W WHEAT RD, VINELAND, NJ 08360",Vineland,39.5108528,-75.0539807,59.16,New Jersey,Cumberland County,40901,2,2060.0,747.0,380.0,2.0,11.0,0.0,0.0,72.0,323.0,49528.0,40847500.0,35.0,134.0,548.0,21.0,154100.0,36.26,18.45,0.1,0.53,0.0,0.0,19.17,17.45,4.88,19.65,80.35,2.75,55.339999999999996
1071,"2121 ROUTE 35, WALL TOWNSHIP, NJ 07719",Wall Township,40.1428345,-74.0607714,44.86,New Jersey,Monmouth County,808701,3,1512.0,18.0,7.0,2.0,49.0,0.0,0.0,480.0,0.0,80625.0,62671300.0,67.0,164.0,487.0,0.0,547100.0,1.19,0.46,0.13,3.24,0.0,0.0,4.27,0.0,9.33,25.19,74.81,0.0,5.02
1072,"6 AREAS IN CAMDEN AND GLOUCESTER CITY, CAMDEN AND GLOUCESTER CIT, NJ 08030","Camden, Gloucester City",39.8986024,-75.1265807,41.46,New Jersey,Camden County,611000,1,1066.0,77.0,47.0,0.0,29.0,0.0,0.0,97.0,124.0,36538.0,22907800.0,51.0,231.0,168.0,3.0,88600.0,7.22,4.41,0.0,2.7199999999999998,0.0,0.0,38.83,9.69,11.33,57.89,42.11,0.61,14.349999999999998
1073,"660 FRELINGHUYSEN AVE, NEWARK, NJ 07114",Newark,40.6982028,-74.1979749,0.0,New Jersey,Essex County,4802,1,790.0,196.0,540.0,1.0,3.0,2.0,0.0,18.0,370.0,11607.0,11312100.0,162.0,356.0,47.0,0.0,0.0,24.81,68.35,0.13,0.38,0.25,0.0,36.65,37.83,28.67,88.34,11.66,0.0,93.91999999999999
1074,"1322 SEA GIRT AVE, WALL TWP, NJ 07719",Wall Township,40.1357674,-74.0627,41.63,New Jersey,Monmouth County,808800,1,967.0,26.0,31.0,1.0,30.0,0.0,0.0,306.0,104.0,40379.0,37576500.0,59.0,325.0,195.0,0.0,387300.0,2.69,3.21,0.1,3.1,0.0,0.0,6.4,10.91,10.19,62.5,37.5,0.0,9.1
1075,"RR 1, SIEGTOWN ROAD, SWAINTON MIDDLE, NJ 08210",Swainton,39.1202633,-74.8013507,40.45,New Jersey,Cape May County,21001,1,2251.0,87.0,167.0,1.0,25.0,4.0,2.0,543.0,229.0,79663.0,71816300.0,491.0,139.0,567.0,0.0,347000.0,3.86,7.42,0.04,1.11,0.18,0.09,15.36,8.65,41.02,19.69,80.31,0.0,12.699999999999998
1077,"ROUTE 532, WOODLAND TOWNSHIP, NJ 08019",Woodland Township,39.8202153,-74.5283351,34.98,New Jersey,Burlington County,704700,1,1788.0,86.0,131.0,0.0,15.0,0.0,0.0,195.0,215.0,82083.0,50450700.0,18.0,58.0,418.0,8.0,272800.0,4.8100000000000005,7.33,0.0,0.84,0.0,0.0,15.45,14.02,3.64,12.18,87.82,1.4,12.98
1078,"RTE 72, ON SOOEY ROAD, WOODLAND TOWNSHIP, NJ 08019",Woodland Township,39.863706,-74.611236,31.17,New Jersey,Burlington County,704700,1,1788.0,86.0,131.0,0.0,15.0,0.0,0.0,195.0,215.0,82083.0,50450700.0,18.0,58.0,418.0,8.0,272800.0,4.8100000000000005,7.33,0.0,0.84,0.0,0.0,15.45,14.02,3.64,12.18,87.82,1.4,12.98
1079,"9301 RAYO AVE AND 5030 FIRESTONE BLVD, SOUTH GATE, CA 90280",South Gate,33.9504911,-118.1757944,45.76,California,Los Angeles County,536104,1,1115.0,952.0,69.0,3.0,14.0,2.0,0.0,59.0,299.0,28388.0,11648000.0,43.0,243.0,67.0,0.0,381800.0,85.38,6.19,0.27,1.26,0.18,0.0,32.55,32.01,12.18,78.39,21.61,0.0,93.28
1080,"1442 MAXIM-SOUTHARD ROAD, HOWELL TOWNSHIP, NJ 07731",Howell Township,40.1460019,-74.1995522,50.0,New Jersey,Monmouth County,811200,4,1328.0,98.0,40.0,1.0,31.0,0.0,1.0,270.0,0.0,103625.0,50875300.0,24.0,61.0,372.0,0.0,431500.0,7.38,3.01,0.08,2.33,0.0,0.08,1.16,0.0,5.25,14.09,85.91,0.0,12.88
1081,"3300 2ND STREET , SW, ALBUQUERQUE, NM 87102",Albuquerque,35.0380655,-106.656136,50.0,New Mexico,Bernalillo County,4001,2,2031.0,1703.0,23.0,37.0,0.0,0.0,4.0,97.0,943.0,26615.0,18051000.0,30.0,210.0,392.0,0.0,90500.0,83.85,1.13,1.82,0.0,0.0,0.2,58.33,43.3,4.75,34.88,65.12,0.0,86.99999999999999
1082,"NM HIGHWAY 38 RED RIVER CANYON, QUESTA, NM 87556",Questa,36.708522,-105.409338,50.0,New Mexico,Taos County,952100,2,985.0,252.0,3.0,8.0,4.0,0.0,1.0,186.0,113.0,40174.0,17712000.0,896.0,137.0,323.0,6.0,302400.0,25.58,0.30000000000000004,0.81,0.41000000000000003,0.0,0.1,5.72,17.36,66.08,29.78,70.22,0.45,27.2
1083,"EAST OF HWY 380, CARRIZOZO, NM 88301",Carrizozo,33.6468627,-105.8721849,38.93,New Mexico,Lincoln County,960200,1,547.0,117.0,1.0,2.0,1.0,0.0,2.0,184.0,33.0,48542.0,22093200.0,162.0,52.0,206.0,80.0,101300.0,21.39,0.18,0.37,0.18,0.0,0.37,3.06,5.97,38.57,20.16,79.84,18.22,22.490000000000002
1084,"EXIT 152 I-25, SOCORRO, NM 87801",Socorro,34.0583995,-106.8914159,50.0,New Mexico,Socorro County,978303,2,1539.0,1001.0,3.0,24.0,2.0,0.0,1.0,97.0,187.0,31442.0,13539100.0,78.0,171.0,442.0,92.0,103200.0,65.04,0.19,1.56,0.13,0.0,0.06,30.84,16.82,11.29,27.9,72.1,17.86,66.98
1085,"NEAR INTERSECTION OF EDITH AND GRAND AVE, ALBUQUERQUE, NM 87102",Albuquerque,35.0848894,-106.6468148,50.0,New Mexico,Bernalillo County,2100,1,1887.0,882.0,89.0,242.0,21.0,5.0,10.0,347.0,165.0,25606.0,25803900.0,93.0,496.0,56.0,0.0,276600.0,46.74,4.72,12.82,1.11,0.26,0.53,4.66,17.84,14.42,89.86,10.14,0.0,66.18
1086,"JEFFERSON AND NORTH FIRST STREETS, GRANTS, NM",Grants,35.1561381,-107.8449563,50.0,New Mexico,Cibola County,974202,1,782.0,382.0,3.0,138.0,4.0,0.0,0.0,68.0,67.0,27750.0,14105700.0,54.0,125.0,167.0,0.0,96400.0,48.85,0.38,17.65,0.51,0.0,0.0,27.51,7.68,15.61,42.81,57.19,0.0,67.39
1087,"153 NORTH COTTONWOOD ST., LAS CRUCES, NM 88004",Las Cruces,32.3158363,-106.7590426,50.0,New Mexico,Doña Ana County,402,3,1011.0,467.0,14.0,5.0,11.0,0.0,0.0,134.0,134.0,31655.0,14398800.0,18.0,113.0,422.0,0.0,38100.0,46.19,1.38,0.49,1.09,0.0,0.0,14.19,16.88,3.25,21.12,78.88,0.0,49.150000000000006
1184,"ST. JAMES, NISSEQUOGUE &amp; HEAD OF HARBOR, SMITHTOWN, NY 11780",Smithtown,40.904876,-73.187997,50.0,New York,Suffolk County,135004,1,1749.0,60.0,11.0,0.0,87.0,0.0,2.0,640.0,39.0,164044.0,131544800.0,73.0,44.0,529.0,9.0,959900.0,3.43,0.63,0.0,4.97,0.0,0.11,2.48,2.37,11.3,7.68,92.32,1.45,9.14
1088,"HWY 53, MILAN, NM 87020",Milan,35.1575673,-107.8715483,34.21,New Mexico,Cibola County,974400,3,985.0,572.0,6.0,99.0,0.0,1.0,4.0,175.0,263.0,41143.0,17046600.0,84.0,109.0,299.0,55.0,78900.0,58.07,0.61,10.05,0.0,0.1,0.41000000000000003,14.62,26.75,17.07,26.72,73.28,9.67,69.24
1089,"SR279 NEAR PAGUATE, LAGUNA PUEBLO, LAGUNA PUEBLO, NM 87040",Laguna Pueblo,35.124488,-107.3382729,50.0,New Mexico,Cibola County,946100,1,1282.0,50.0,0.0,1204.0,4.0,0.0,0.0,77.0,512.0,24792.0,13652300.0,86.0,40.0,362.0,106.0,62600.0,3.9,0.0,93.92,0.31,0.0,0.0,17.07,43.06,17.62,9.95,90.05,21.63,98.13000000000001
1090,"4800 OAK GROVE DR, PASADENA, CA 91109",Pasadena,34.1986494,-118.174585,50.0,California,Los Angeles County,460501,3,2684.0,150.0,19.0,0.0,713.0,3.0,5.0,1401.0,102.0,172333.0,181716400.0,30.0,80.0,859.0,0.0,1000001.0,5.59,0.71,0.0,26.56,0.11,0.19,2.41,3.61,3.1,8.52,91.48,0.0,33.16
1091,"LEA AND WEST SECOND STREET, ROSWELL, NM 88202",Roswell,33.3942319,-104.5289279,50.0,New Mexico,Chaves County,201,2,934.0,340.0,16.0,4.0,1.0,0.0,2.0,158.0,350.0,38419.0,26199300.0,108.0,175.0,226.0,28.0,108800.0,36.4,1.71,0.43,0.11,0.0,0.21,8.14,24.53,21.22,43.64,56.36,3.91,38.86
1092,"NEAR FARMINGTON, FARMINGTON, NM 87413",Farmington,36.7280583,-108.2186856,39.37,New Mexico,San Juan County,402,2,1068.0,216.0,31.0,327.0,10.0,0.0,1.0,47.0,393.0,30991.0,20247800.0,48.0,261.0,181.0,0.0,150400.0,20.22,2.9,30.62,0.9400000000000001,0.0,0.09,22.99,35.12,9.8,59.05,40.95,0.0,54.769999999999996
1093,"INTERSECTION OF SOUTH MAIN MCGAFFEY, ROSWELL, NM 88201",Roswell,33.3797862,-104.522782,50.0,New Mexico,Chaves County,500,2,1006.0,677.0,7.0,8.0,2.0,0.0,0.0,80.0,206.0,33272.0,15806600.0,57.0,153.0,228.0,40.0,68100.0,67.3,0.7000000000000001,0.8,0.2,0.0,0.0,28.55,19.18,13.01,40.16,59.84,8.0,69.0
1094,"162 NORTH RAILROAD AVENUE, ESPANOLA, NM 87532",Espanola,35.9935524,-106.0803447,50.0,New Mexico,Rio Arriba County,940700,3,1292.0,1114.0,8.0,39.0,9.0,0.0,0.0,182.0,200.0,26932.0,25261800.0,77.0,252.0,290.0,36.0,127100.0,86.22,0.62,3.02,0.7000000000000001,0.0,0.0,25.8,15.41,12.44,46.49,53.51,5.78,90.56
1095,"US HWY 66, PREWITT, NM 87045",Prewitt,35.3645351,-108.0440342,44.24,New Mexico,McKinley County,946000,1,824.0,54.0,0.0,710.0,0.0,0.0,0.0,15.0,364.0,11875.0,5316800.0,101.0,18.0,228.0,289.0,46800.0,6.55,0.0,86.17,0.0,0.0,0.0,50.11,46.73,29.11,7.32,92.68,66.59,92.72
1118,"S. GRIPPEN AVENUE, VILLAGE OF ENDICOTT, NY 13760",Village of Endicott,42.0904566,-76.078522,35.57,New York,Broome County,13301,4,714.0,12.0,1.0,0.0,11.0,0.0,0.0,148.0,28.0,51169.0,16103300.0,11.0,23.0,302.0,0.0,98700.0,1.6800000000000002,0.14,0.0,1.54,0.0,0.0,15.23,4.69,3.27,7.08,92.92,0.0,3.3600000000000003
1216,"SPARTANBURG HWY, EAST FLAT ROCK, NC 28726",East Flat Rock,35.2766144,-82.4181614,70.71,North Carolina,Henderson County,931400,4,1640.0,436.0,104.0,7.0,6.0,7.0,6.0,173.0,445.0,19800.0,20562200.0,160.0,289.0,410.0,0.0,141400.0,26.59,6.34,0.43,0.37,0.43,0.37,19.77,26.81,18.63,41.34,58.66,0.0,34.529999999999994
1217,"1800 VIRGILINA ROAD, ROXBORO, NC 27574",Roxboro,36.4166647,-78.9420942,50.0,North Carolina,Person County,920300,2,1558.0,163.0,838.0,6.0,0.0,1.0,2.0,39.0,190.0,16094.0,9772200.0,50.0,397.0,220.0,0.0,84300.0,10.46,53.79,0.39,0.0,0.06,0.13,32.0,16.1,7.5,64.34,35.66,0.0,64.83
1096,"BROADWAY &amp; WOODWARD, ALBUQUERQUE, NM 87105",Albuquerque,34.9568026,-106.6055534,0.0,New Mexico,Bernalillo County,4001,2,2031.0,1703.0,23.0,37.0,0.0,0.0,4.0,97.0,943.0,26615.0,18051000.0,30.0,210.0,392.0,0.0,90500.0,83.85,1.13,1.82,0.0,0.0,0.2,58.33,43.3,4.75,34.88,65.12,0.0,86.99999999999999
1202,"NC HWY 24 &amp; US HWY 16, ONSLOW COUNTY, NC 28542",Onslow County,34.67,-77.34,33.13,North Carolina,Onslow County,600,2,743.0,119.0,120.0,5.0,14.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.02,16.15,0.67,1.88,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,34.99000000000001
1097,"HWY 566 21 MI NE OF GALLUP, CHURCH ROCK, NM 87311",Church Rock,35.5339114,-108.5998029,30.36,New Mexico,McKinley County,943600,2,1619.0,45.0,5.0,1519.0,0.0,0.0,0.0,85.0,677.0,26683.0,12292300.0,73.0,164.0,292.0,173.0,30100.0,2.7800000000000002,0.31,93.82,0.0,0.0,0.0,26.12,45.44,13.8,35.96,64.04,29.37,96.91
1098,"RTE 23 B, SOUTH CAIRO, NY 12482",South Cairo,42.273133,-73.9554509,33.61,New York,Greene County,80501,2,1768.0,74.0,26.0,13.0,7.0,0.0,0.0,217.0,233.0,47019.0,48560500.0,151.0,172.0,566.0,0.0,155800.0,4.19,1.47,0.74,0.4,0.0,0.0,11.34,13.41,16.99,23.31,76.69,0.0,6.800000000000001
1099,"ONE SHORE RD, GLENWOOD LANDING, NY 11545",Glenwood Landing,40.8241749,-73.6457075,41.15,New York,Nassau County,302000,3,1870.0,200.0,34.0,0.0,199.0,0.0,3.0,1068.0,86.0,114938.0,168917600.0,65.0,213.0,520.0,0.0,940600.0,10.7,1.82,0.0,10.64,0.0,0.16,3.43,4.27,8.15,29.06,70.94,0.0,23.32
1100,"END OF HEWITT DRIVE, TOWN OF CHAMPION, NY 13619",Town of Champion,43.9622893,-75.6901951,48.03,New York,Jefferson County,61100,3,971.0,31.0,16.0,2.0,5.0,0.0,0.0,153.0,151.0,61667.0,26253400.0,24.0,53.0,317.0,0.0,111900.0,3.19,1.65,0.21,0.51,0.0,0.0,9.19,13.51,6.09,14.32,85.68,0.0,5.56
1101,"T 26S, R 10E, SEC 33, S1/2 MT DIABLO MER, PASO ROBLES, CA 93446",Paso Robles,35.6573145,-120.7579834,50.0,California,San Luis Obispo County,10016,1,2581.0,352.0,11.0,30.0,23.0,0.0,10.0,675.0,307.0,73906.0,108451600.0,147.0,310.0,724.0,0.0,655000.0,13.64,0.43,1.16,0.89,0.0,0.39,8.94,10.97,12.45,29.98,70.02,0.0,16.51
1151,"PLAINS RD, MALTA, NY 12020",Malta,42.9790998,-73.7673436,33.62,New York,Saratoga County,61903,3,2451.0,84.0,20.0,5.0,33.0,0.0,7.0,778.0,103.0,82663.0,103380300.0,35.0,156.0,864.0,0.0,201800.0,3.43,0.8200000000000001,0.2,1.35,0.0,0.29,5.01,3.61,3.32,15.29,84.71,0.0,6.090000000000001
1152,"GARVIES POINT ROAD, GLEN COVE, NY 11542",Glen Cove,40.85894,-73.644883,31.9,New York,Nassau County,517101,2,1252.0,419.0,159.0,0.0,44.0,0.0,8.0,135.0,179.0,68625.0,23869000.0,17.0,248.0,187.0,0.0,465500.0,33.47,12.7,0.0,3.51,0.0,0.64,22.98,20.2,3.76,57.01,42.99,0.0,50.32
1102,"MAIN ST /SE, PUTNAM COUNTY, NY 10509",Brewster,41.3955271,-73.613491,37.93,New York,Putnam County,11800,5,2390.0,1338.0,62.0,10.0,77.0,0.0,1.0,244.0,860.0,51776.0,52084800.0,99.0,668.0,194.0,53.0,286800.0,55.98,2.59,0.42,3.22,0.0,0.04,40.53,35.15,10.3,77.49,22.51,5.44,62.24999999999999
1103,"53 BELL AVE, UPTON, NY 11961",Upton,40.8665271,-72.8803011,39.92,New York,Suffolk County,158710,4,18.0,8.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,145.0,0.0,2.0,0.0,0.0,44.44,0.0,0.0,44.44,0.0,5.5600000000000005,0.0,0.0,98.64,0.0,100.0,0.0,94.44
1104,"TOWN LINE ROAD, BYRON TOWNSHIP, NY 14422",Byron,43.0792746,-78.0354485,37.27,New York,Genesee County,950100,6,860.0,84.0,0.0,2.0,0.0,0.0,0.0,150.0,85.0,62639.0,19310200.0,15.0,38.0,292.0,0.0,94400.0,9.77,0.0,0.23,0.0,0.0,0.0,5.34,10.57,4.35,11.52,88.48,0.0,10.0
1105,"CANAL STREET, PORT JERVIS, NY 12771",Port Jervis,41.380468,-74.683506,33.74,New York,Orange County,2100,2,1288.0,157.0,60.0,5.0,9.0,0.0,0.0,173.0,253.0,45357.0,28471400.0,55.0,229.0,302.0,0.0,161100.0,12.19,4.66,0.39,0.7000000000000001,0.0,0.0,14.32,18.92,9.39,43.13,56.87,0.0,17.94
1106,"STATE ROUTE 326, UNION SPRINGS, NY 13160","Aurelius, Fleming, Springport",42.857435,-76.6898,50.0,New York,Cayuga County,41200,5,1573.0,40.0,16.0,0.0,14.0,2.0,1.0,205.0,173.0,60972.0,36194100.0,207.0,136.0,496.0,21.0,114800.0,2.54,1.02,0.0,0.89,0.13,0.06,7.06,11.61,24.67,21.52,78.48,2.7,4.64
1109,"EAST WINDSOR RD, TOWN OF COLESVILLE, NY 13813",Town of Colesville,42.1714173,-75.5999633,30.26,New York,Broome County,12300,3,882.0,4.0,3.0,6.0,1.0,0.0,2.0,102.0,124.0,39393.0,17284300.0,128.0,54.0,292.0,0.0,88800.0,0.45,0.34,0.68,0.11,0.0,0.23,13.92,11.82,27.0,15.61,84.39,0.0,1.8100000000000003
1110,"145 MARCUS BOULEVARD, HAUPPAUGE, NY 11788",Hauppauge,40.8133303,-73.2465908,50.0,New York,Suffolk County,135209,1,1884.0,110.0,21.0,1.0,136.0,0.0,16.0,687.0,91.0,99583.0,77546900.0,14.0,190.0,536.0,0.0,482900.0,5.84,1.11,0.05,7.22,0.0,0.85,1.5899999999999999,4.17,1.8900000000000001,26.17,73.83,0.0,15.069999999999999
1111,"SOUTH OF ROUTE 97, VIL OF NARROWSBURG, NY 12764",Village of Narrowsburg,41.6074517,-75.0617047,32.11,New York,Sullivan County,952300,1,1515.0,78.0,65.0,6.0,14.0,0.0,5.0,278.0,149.0,51250.0,38988900.0,486.0,122.0,530.0,78.0,182900.0,5.15,4.29,0.4,0.92,0.0,0.33,13.62,10.84,42.71,18.71,81.29,6.86,11.090000000000002
1112,"BAGGETT-MARYSVILLE RD, OROVILLE, CA 95965",Oroville,39.474848,-121.557282,33.73,California,Butte County,3002,1,722.0,84.0,26.0,36.0,24.0,1.0,0.0,8.0,177.0,33015.0,11965800.0,22.0,187.0,91.0,0.0,93600.0,11.63,3.6,4.99,3.32,0.14,0.0,20.55,15.99,7.33,67.27,32.73,0.0,23.68
1113,"3595 STATE ROUTE 3, CARTHAGE, NY 13619",Carthage,43.9828868,-75.6153797,49.0,New York,Jefferson County,60900,2,1443.0,29.0,21.0,10.0,16.0,9.0,0.0,39.0,215.0,38952.0,26846800.0,51.0,169.0,412.0,0.0,87200.0,2.01,1.46,0.6900000000000001,1.11,0.62,0.0,14.04,15.99,8.07,29.09,70.91,0.0,5.890000000000001
1114,"MEAD ROAD, NASSAU, NY 12123",Nassau,42.5599789,-73.5717825,50.0,New York,Rensselaer County,52601,1,1752.0,24.0,5.0,3.0,13.0,0.0,0.0,286.0,115.0,66490.0,53017500.0,86.0,133.0,543.0,34.0,209600.0,1.37,0.29,0.17,0.74,0.0,0.0,4.05,7.46,11.29,19.67,80.33,4.26,2.5700000000000003
